,service_name,api_name,timestamp,duration,traceId
3454,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:09,1.803000,30f0ca02f2050601
4565,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:10,32.705000,3ec859061d172953
8700,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:10,49.275000,d563c5d010865647
3516,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:10,21.596000,4c4a881acc4be50e
113,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:10,1.596000,e6e479c327613b98
7265,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:11,28.834000,847a68cdd70553e9
4563,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:11,11.373000,fcd20b8da5317e39
3512,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:11,1.2000,8297c533d43c82d4
3511,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:11,11.142000,5d7335858e044f6c
111,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:12,21.807000,80ed1c462d78faef
8699,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:12,1.846000,5419c1df896c02cb
3514,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:12,51.779000,880be067d4722978
8698,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:12,23.159000,b16e1cd697bace6d
7266,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:13,21.515000,9cedb1b87871900c
109,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:13,13.765000,8bde6f6eb35f9e9a
108,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:13,43.79000,161ccf1027328f6a
3513,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:13,1.782000,ba4023bb8241641f
106,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:14,21.867000,f992c8a26c9f3316
7271,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:14,22.22000,ea7f4c9dd3db7239
7267,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:14,1.772000,c23f40176a7cb925
8696,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:14,48.799000,be49db854dac5cb5
4561,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:15,24.725000,cebc497f2c0bbc18
7272,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:15,51.675000,a76e6b7c916355bc
7270,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:15,21.678000,499206d9fb490cf0
4560,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:15,1.595000,bafc82f045d850e0
4570,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:16,55.885000,a150d997742de46c
4569,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:16,22.760000,652814b923ef201d
4562,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:16,21.486000,f72d761850cacb02
107,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:16,1.807000,c98aafbe4adfd4c6
112,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:17,34.751000,cfd3e7e551363310
110,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:17,14.720000,53c1b7540e783fe8
8697,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:17,18.219000,d20f08d4a72d808e
3517,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:17,1.629000,843e36d2eee72470
3519,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:18,9.952000,4a58a046cc59ae9b
3518,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:18,1.510000,4db9c3f51d21db59
8703,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:18,12.123000,754bdd027ad25efa
118,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:18,42.329000,44bf693010620af1
